event_id,user_id,event_type,platform_type,event_timestamp,device_type
6a41764e-cfef-4a4b-8bcf-c606ab2a8da4,3aed86ad-9a05-414a-921b-d2d5375962c0,login,,2022-10-29,Android
ac056784-44a7-4c89-a23b-205364742b9d,7e0e3b77-04e9-4545-b016-57eebcb4f065,update_profile,mobile,2021-10-24,Android
cddc329b-537e-47dc-8131-5719b8e9799d,09f3315a-450c-47f7-872c-8790ed26fdfb,check_balance,,2025-07-14,iOS
5ba613c7-41dc-4d90-8831-8ca445a8bc10,acf7e919-f523-481e-b93c-2c98d7b97f43,check_balance,,2022-12-27,iOS
1302caf4-bbe8-4241-9edc-5dc0e37f09f1,7a663e99-73f9-42a5-ae17-55fb45a5e5b3,check_balance,mobile,2022-02-13,Android
10944cf1-c2b2-4b87-958a-1f8446fcb5d8,ffb6ef24-d4ff-4273-93eb-78f2fe33a833,send_money,,2021-05-07,Android
add5782a-9d15-48ad-9efe-6d377c9c875d,5a018000-2dd1-47c5-aa1a-a450244c457e,receive_money,mobile,2025-02-13,Android
980c7500-6b30-4e97-9d1e-413b17de18e1,ae0dd7d4-ca20-4422-904b-4d216c2bcfa0,receive_money,mobile,2025-06-26,iOS
db762e89-053f-456e-8723-1e6ad9c20a29,710a9b9c-772a-41c6-8809-e14466a27411,send_money,mobile,2023-06-16,Android
ec84bc1a-da82-43bd-8feb-24bcfe8893fa,a2c129c7-2e09-4acf-9b81-851294655353,login,,2024-10-04,Web
fe12d642-4314-45b9-b784-e5c761307b16,6c7e6a34-9b34-48d2-afa2-a0e6652b2ad5,logout,web,2022-08-16,Web
dd1b50c7-22e9-4537-82b9-c14a778ac02d,b2ee91f2-6edd-4052-95a5-aa448880311a,send_money,,2022-07-09,Android
13cb2a88-5a85-4e0d-94cc-795f6e945739,eb2326c0-ff7b-48e6-adbb-2dadb99ceaef,logout,web,2022-02-12,Web
91fa1647-db8f-491e-aba8-054e43da0514,f08bc24c-fee0-4c4e-9e5b-70c544458439,login,mobile,2023-08-09,iOS
07c0cb93-0205-4378-836a-0de9cd3fa06e,c8631d6d-9b03-46e0-89d8-9800905e3a84,send_money,web,2025-05-22,Web
445634be-40ca-4afe-a061-f916e612d3bc,ebf96941-65d8-432f-bb1c-550442d10a48,logout,mobile,2024-10-15,Android
0b04ef3a-5d77-4427-b26d-520e20738bf7,b2cd1700-743f-420a-8100-dd23401bd71e,receive_money,web,2023-07-13,Web
76271f0a-77f7-475a-ad45-6d2a35a4c774,ebf96941-65d8-432f-bb1c-550442d10a48,send_money,mobile,2023-08-19,Android
49dc6d6f-d82f-42cb-b92c-3778a904bc1e,3cf259b7-9d66-45a4-ab36-43ff4704bb94,kyc_submitted,mobile,2021-09-06,Android
3528c6a9-bfa5-4337-94d9-730d40198260,4dde8e14-d784-4fe2-8870-9a9b79dbddb9,send_money,web,2022-08-25,Web
fbb69d54-8359-4a6d-b97a-be08110fda27,795cf143-2ce3-4421-aae7-21bb1a2be18e,update_profile,mobile,2025-08-11,Android
5b2c9838-7058-451a-9464-478ee3d8bcf8,0bd4fa94-5712-4a91-8ebe-2148d4b11388,receive_money,mobile,2025-08-17,iOS
9cf944a7-8cd3-432d-953f-fba06a701338,8f940b0a-2369-4078-8c0c-98ab4968cabb,receive_money,mobile,2021-07-25,iOS
4f6ddb33-baec-4f9c-a2f9-70379a9822d4,39b33eb1-1a84-4953-a79d-4a2b75056c76,check_balance,mobile,2021-07-18,iOS
26e8ef02-ad09-4390-82eb-d792e2445e01,0a5339b9-46a9-4ea6-a911-a904165ee5cd,check_balance,mobile,2022-02-15,iOS
11eceedd-3fa3-40d2-a656-2c501444eef5,16ffe84f-6251-4599-bee6-daf6fcd08141,receive_money,,2023-01-22,iOS
266816d0-ef17-4afc-bfd1-24422bb050f2,911ec6db-8e25-47b5-bcad-2c4d7ed75c11,logout,mobile,2025-05-28,iOS
29e34371-f146-4864-8f5a-4b9fb2e52dd0,01c6cb2b-689f-4617-a557-2fef264a1dc0,failed_login,mobile,2022-05-12,iOS
b770962a-39f8-4570-b602-f331bcd62aeb,bd932408-0dd0-4899-9b25-a9d48a3338b3,send_money,mobile,2022-02-08,iOS
7a36fe45-6de3-439c-bdda-bab23ee992b0,b010b39f-6946-40f3-835b-e362649a3816,login,mobile,2023-07-25,Android
7eb9da20-fcfe-4f80-b4f1-fd07b648992c,c66bcb03-1221-4f5a-ab57-411da892bec5,send_money,web,2023-08-07,Web
7bb2d2a7-03ca-4ba8-8fa3-79e36ae90468,aba38219-16ac-4348-8873-5024915d2f06,send_money,mobile,2025-07-25,Android
df1c0769-ed87-4669-be2c-47db466e53b3,35c51e76-73e7-41e7-9acc-86761dae12ee,check_balance,mobile,2024-07-19,iOS
71f3a71c-5f0d-4c75-8110-bfdaf5d63f71,1227bd66-30fe-4077-8567-faf81f002ad5,check_balance,,2021-04-30,Web
21c1c7cb-0dc5-408b-994b-a6ce3249577b,4d434f81-6b56-40d9-802c-87ad0bc1b843,login,,2022-11-21,iOS
dbe08853-92af-4593-bdcf-4caeef39fffd,de3b6ddd-c117-4b9f-9c0c-cd9cadb5558c,login,mobile,2025-01-12,iOS
da7645d9-9b16-4c74-b276-397ce30864f9,d9ac4883-2cb3-4f79-bf71-8f1a69e941f6,failed_login,mobile,2023-05-26,Android
db812c8e-dcc0-4008-9dd6-a44af07d5797,b40ad2ae-9671-4279-8b97-de881f9bec4d,check_balance,mobile,2023-03-03,iOS
3f350217-ef77-493f-b897-584bf8e08454,64ed3818-ee05-4e97-9abf-5f03f804bdd0,check_balance,mobile,2024-10-11,iOS
cbccc20b-0f4e-4a0b-ac4f-be9aff3c766e,98235d79-fade-47f8-822b-299ced966bc5,check_balance,web,2023-11-22,Web
2104274e-38a1-41a6-bf23-931443bed2fd,20732cdd-089a-4439-9fa5-dc498f965833,kyc_submitted,mobile,2024-12-28,iOS
2058b118-6937-43c6-9723-e580230260c0,58da6e78-f9e8-4fc4-a279-e4266358f272,login,mobile,2021-06-17,iOS
87432164-25d8-4aed-8866-ffab281fc228,49bb04c7-1f52-4e68-8f8e-60d7ba1c1802,kyc_submitted,mobile,2023-05-12,Android
ae8489c9-fde4-415c-9887-0aa8e89f1b83,4e362a3a-6c8e-4442-bc55-08595814febb,check_balance,mobile,2023-04-20,iOS
306f643a-bee9-4777-ac4c-e335f56b0271,5fb39c81-1285-443e-bf52-29c196ecf691,check_balance,mobile,2023-08-20,iOS
affb695d-d048-425d-b775-3617586d4b6c,9b3937ee-5c3e-4ea2-8476-1694204295b9,logout,mobile,2023-03-01,iOS
c666047e-f771-4735-b0ee-526f5eecb737,630c3d3b-86a1-4482-bdb1-17cc57fb86b4,receive_money,,2022-06-06,iOS
9e11d1ad-23f1-477a-8bc9-2f9d204ac7c7,00e13fa9-c21e-4ab6-8cca-cd9c413c4f6b,check_balance,mobile,2021-08-08,iOS
50067151-0790-4553-af69-99c597fabaa5,0be89d7d-022a-4fb5-9481-c2691c6c9313,send_money,mobile,2022-06-16,iOS
7aa2b270-b477-4397-b87d-7272970dcaf5,22926112-e4e8-4e62-abd2-4218b904bc1d,login,mobile,2024-11-12,iOS
389fc585-4db5-410a-a5c9-b081fb879071,f2e858b5-0d86-4705-ad64-09dab47e7602,logout,mobile,2024-10-13,Android
f92fa1ac-8245-4a43-8252-2206081e1b93,bbca6e11-50d9-4048-af8e-d0beda5da44e,receive_money,mobile,2022-06-17,iOS
796fa29e-1c7d-4c0e-b580-2501d5762461,5b1788ef-6f27-4565-9f92-57abf6570639,login,mobile,2023-06-12,iOS
513ea9b3-cf9d-4e48-b7b2-e005a62143f6,de5dba98-896f-4326-973c-e512b8c11798,check_balance,mobile,2023-11-21,Android
09a210f6-a4e2-4717-9501-9122fc9889b0,d145c900-8446-4559-b260-52764eaf8d94,receive_money,web,2023-01-25,Web
7bb7bd47-f236-4cb9-8662-56901cdcab47,63ea8c3e-4a8b-447f-9f93-7501681138ca,check_balance,web,2025-04-30,Web
859804d6-c51a-47a4-b765-0371166aed94,eed2b98c-378f-4b06-803a-6b0ba9d2df05,check_balance,mobile,2021-01-15,Android
bf89c15c-aac4-412b-8228-d1b26740bb75,64cf83e2-d24c-4a7d-bcb9-24255811844a,login,mobile,2021-05-18,iOS
74131c54-226f-4309-a4a3-ee59326fd8e3,a6a1632d-ead5-45b2-ac5e-118581e91367,check_balance,mobile,2024-11-06,Android
2096c1dd-cfaa-409c-aa46-1fcbd9dde5c7,4d6b8464-8089-4e5f-85bb-641ba3faf5a6,login,web,2023-11-18,Web
21dad5fc-4ad2-47c5-a2cf-bb846af5239b,67fd082d-3805-4235-b5ff-3b290a193ba5,check_balance,web,2023-03-05,Web
0a8d7620-5fa5-41e1-81e6-af3366a3fbb6,8229f4a1-0d8b-4c4b-bdee-781290c5f0f3,send_money,mobile,2021-06-28,Android
e2e93623-fc1c-4210-b601-84cf2508fbfd,2cf332fb-27eb-486f-b804-7d7683a8a7d6,update_profile,mobile,2021-09-07,iOS
bf6048e4-8eab-4ff6-87db-cbe7fd7b5bcd,6a2beb1c-bb91-423e-a675-d12c6f8c35e7,check_balance,mobile,2024-12-26,iOS
ce709479-17b2-4633-b139-a8678947059c,c966dfd0-3642-4b05-b7f2-017581f0f77e,send_money,,2024-07-17,iOS
35c656a8-bd94-49e1-910f-7ff88d2e70fb,61ee71e3-36ca-41e0-b340-746382adafaf,send_money,,2023-09-04,Android
1ec45690-8cd0-4467-b00f-d1edd97f4c06,f462f7c4-ce16-411f-b657-11e6e35007df,login,,2021-07-14,Android
b4be5089-dccc-44b0-9fb8-31c44674c982,76b46cea-b889-46e6-9a47-310ef4d4e226,check_balance,web,2025-05-07,Web
4d37815b-d9b0-4e53-9781-8df8b95cce48,c1eb4abc-266e-4070-84cc-d63ae9459c33,receive_money,mobile,2024-02-19,Android
fcbc93c8-e663-4f52-b34e-a3944e3c6c53,fce83223-824b-4072-831c-fbb0ce7d704c,receive_money,web,2021-08-05,Web
96446ab8-178a-4b12-9f78-688e460bcbac,eed2b98c-378f-4b06-803a-6b0ba9d2df05,failed_login,mobile,2023-12-31,Android
c4be7942-0c52-49b0-9ba8-13832f4e1b27,eeefe67c-8848-4342-a364-9415a5dd1db5,check_balance,mobile,2024-09-07,iOS
009de1f0-d726-43a4-8738-f14c770bee85,eb8536ab-0271-47c1-9b05-a15df9e6c200,login,mobile,2023-04-27,Android
e91b3616-22a7-47ab-ad2e-555798e05160,f2441e59-7186-47e7-8bf3-b51f07db09e5,logout,,2021-07-19,Web
f57f6c5d-2868-4731-ad18-a4d00e2aee1d,16ecc6c0-4493-40c8-a17c-4f5d872ae521,receive_money,mobile,2021-06-01,Android
13e4d689-5694-41ed-a4f5-ad0d3105b266,957f1d52-e9bf-4334-a55c-09a53775c44f,check_balance,mobile,2023-01-12,iOS
8b502b08-4abb-491f-bdee-0236095e19ff,d6b0fcec-dfc2-4860-8801-50346781c6b3,check_balance,mobile,2025-03-05,Android
e5259d3f-9aee-4713-b6d9-628a62da31b8,e59ff034-9e5c-4562-b136-9fce044155d1,login,,2023-11-14,iOS
b13b46a0-ca2b-4aaf-9208-f94ae56a7e5c,cd47e894-5e84-4408-883e-4a3ebb7fe45c,login,web,2022-08-01,Web
335d9bf2-5877-4cb2-b0f3-c0b7358c4921,8d8d711d-3279-4a23-88c7-1c4a47d3c263,check_balance,web,2023-06-20,Web
c60b5d0d-d495-4830-b1fa-864de2dea6f5,be71701b-efc7-4619-9769-395e322921f4,send_money,,2022-10-17,Android
3c2b80a6-c8b4-4c08-8693-ae6e57feaf59,aedbaf5c-3383-4eae-963e-56a765faf1ed,send_money,mobile,2021-09-16,Android
c54fc9d5-fbea-4132-b726-554c8b2c37af,439a62ad-62d4-4cf1-a145-211a8a5c0ce2,check_balance,mobile,2022-09-20,iOS
b5865e88-ec09-46fd-a043-60efd81eb5c3,f59eafde-e537-4e2f-abf0-2cfe4fbf7fab,check_balance,,2021-06-27,Web
215ba126-6fe8-4355-a843-2f06c5cad149,626a6c73-f7fc-40a0-81ff-873150362898,logout,,2024-11-06,iOS
3bcfc7ad-a536-409b-a8a2-5f065345752a,e78189ed-5256-4af1-8cb2-b9fbc1c41cc6,check_balance,,2022-04-18,iOS
5ff56486-89c3-4dcf-a40d-d3f16b8af953,00f159f2-0a00-409c-ab8e-494efbc7b2bb,login,mobile,2021-08-08,iOS
4be2126c-d287-4f1f-81ad-bca8a96e2e3d,dc2a1ebb-6bcd-408a-9610-684c2bc089f1,kyc_submitted,,2025-09-04,Android
4ae86e38-679e-4dc8-8735-5befe352a653,1638b7bc-b014-46bd-98d0-db9fed23a4d6,check_balance,mobile,2023-06-13,iOS
468d8c15-dfe7-41e3-8d05-991fb108edc5,ba71bcf5-9d60-4776-b0cd-8f47c9e7284c,logout,mobile,2025-03-15,Android
b45b9888-7f5d-4376-a6cf-abe100edf886,8ef1e3fc-7e1e-4877-af76-4975c784603f,login,web,2023-09-29,Web
06be36ca-823c-46cc-bf72-a729346a4685,9f0793ba-cef2-4d8f-a69d-726fdbeb1ad2,logout,web,2022-02-27,Web
6ecc796b-4b1b-40a3-8f4f-e74cfe0028bb,4e325b3b-6a33-4f02-84d1-9619879c53ff,login,mobile,2023-02-07,Android
41908806-c4f8-4cbc-9863-96e28f7fb8bd,d145c900-8446-4559-b260-52764eaf8d94,receive_money,web,2023-08-02,Web
f82baf9b-d7bb-436a-87cb-f09c2dd7d3d6,0857b8c4-e451-4c86-ba7b-486996c5cb00,kyc_submitted,mobile,2024-03-12,Android
f2bac7f0-4b17-4906-9043-7324049d391d,ec76bc79-46c4-473a-8d74-95f779b1c508,logout,mobile,2022-05-06,iOS
789a2b8b-2a69-4c7a-aa62-2dcb19c2df53,2dcf4f90-b78b-42de-a6a1-92b38c4c775e,logout,,2024-12-31,iOS
91483766-8f99-4720-bbf9-79bf9fd23b30,b3ae42d7-ead2-437d-9245-729bc32f3885,failed_login,mobile,2023-07-20,iOS
f4e76217-ed2d-4e04-a008-422dc6763d1e,3c1dbdbb-1dad-432d-8e0b-8c3eb1167c03,check_balance,mobile,2023-05-24,Android
5661704b-baf1-46d2-a8d5-94dd3bcd5729,716ee914-0938-4827-a305-2289881f5985,receive_money,mobile,2025-05-24,iOS
1248d991-6cf4-4f58-91c9-81b0561c94e6,7cdca3ec-ad36-4747-a01f-eed8dc0617ed,receive_money,mobile,2022-12-03,Android
3ac22bd5-bbd4-4c5d-8cdd-5d6fd2cd0e2c,0ab039d5-7f05-498c-868c-871b1bbe6ec7,send_money,mobile,2023-10-05,iOS
dc839624-6bc1-45be-8009-3600754747e3,1adff7b6-cb38-4f47-9ef5-d37ad02ee683,check_balance,,2021-07-02,iOS
35f54009-f091-4299-8f91-e590f031631e,22209fd1-23b1-4c64-854e-d05860fd7ab5,login,,2023-11-29,Web
f0354063-a829-4624-8a83-885d1fd39820,f1eca972-8bbb-497d-b2f1-8b34f47ed14e,update_profile,mobile,2022-10-19,Android
1836f734-1d09-4c83-8688-0d9d3b0984b9,0f4a01e9-5ae0-4cb5-91ba-14f87a450714,check_balance,mobile,2023-05-19,Android
def3257b-53f5-4f42-b50f-e4a96023f6a4,f4563872-2461-4b82-a6ba-71f938142384,send_money,web,2022-11-23,Web
ebfd2f06-420f-4b35-88cf-ef5d961b2fe1,a0c1dc40-a76c-4778-83a0-b8e7b7c3d056,login,mobile,2022-03-16,Android
cfecd429-6274-484e-a918-beede02e850b,09f4091c-376e-4b4e-821d-cb8903d13e08,check_balance,,2021-04-07,iOS
18fd5cf3-5921-4e47-be71-a2a232154314,e6baba1e-d8cb-43d2-b254-06bcaf4c3b3b,login,mobile,2021-07-15,Android
7233017a-a7e3-48cd-8f2f-7f2a2c3ac0c8,d52d0903-80a2-495f-a96c-3e54a842e725,receive_money,,2022-05-31,Web
e5340b27-881a-4677-875c-6b5b4baeed54,1960d95d-67b0-43b1-b1c9-44420087f57e,check_balance,mobile,2022-02-02,iOS
35e71e83-4c17-4cf7-91bf-f90196ac9d9c,f5ad9315-a660-42d0-bc7e-7fa44f9b6dfa,check_balance,mobile,2024-01-01,iOS
939fba0a-080c-4a57-8ee3-dc17c1fc39a2,36c96cd2-497f-4da3-8a2c-ca78d48095eb,login,web,2025-02-20,Web
eba55279-2afe-4e02-82b9-024a88a56fe6,56045d6e-6972-4c20-a203-cde8ee52824f,failed_login,mobile,2022-02-04,Android
d4e7ba39-139f-4982-b908-4e6df87427a3,7db2e6e6-3dc4-4939-8d5e-5c62c6210757,logout,web,2022-04-25,Web
424957c8-c8fb-46f4-909b-db6a06999e1f,0a5339b9-46a9-4ea6-a911-a904165ee5cd,receive_money,mobile,2021-02-18,iOS
e2725a09-35f4-489f-b882-f3ddd34b8afa,b6d69966-a83c-45c8-b151-4140fd9124a3,login,mobile,2022-08-04,iOS
478b3cd4-b1f9-4c15-963c-6f29e77d0529,19d0642a-622d-45f8-90de-3839469575db,check_balance,mobile,2025-01-01,iOS
8a9c8ea5-13da-4992-8682-b418d3989c50,4fd575d4-41cf-48d0-ab46-823163c3fc25,check_balance,mobile,2023-09-04,Android
d5d10053-9855-4f4d-8ed1-d5a49bd352e7,227882e6-e4b8-4cd0-ac5c-c06827e84113,check_balance,mobile,2024-07-23,iOS
cf073584-f66b-4598-b498-190a8716bdbf,4d434f81-6b56-40d9-802c-87ad0bc1b843,failed_login,,2023-06-23,iOS
78c519ee-f1bb-4c3d-87fc-01bfb7a56b56,20732cdd-089a-4439-9fa5-dc498f965833,logout,,2022-09-10,iOS
84345078-c0d9-4cd0-908e-3b0b864e1bee,4a3ab2f8-7d4a-4f18-90fd-19b00ddd37ef,send_money,mobile,2022-08-29,iOS
c5e0df24-62ca-4e57-b5ca-483fb571f8b6,19d8565b-e5bb-4b6e-b3f9-4519ac5c5800,check_balance,mobile,2022-10-08,Android
bb62a0c0-af49-4426-ba5b-b9fe54e5e2da,a4f297a9-cab6-4df4-a9d1-fec6980f34cf,logout,mobile,2025-07-06,Android
4dca414e-281a-4fe2-98ee-0d677aa66644,e209eeb7-78a4-476d-8580-473ff4f374bd,check_balance,mobile,2021-08-24,iOS
79043f3e-4a60-4ea4-8eb6-5054511b3406,bb6b315e-2913-43ee-bb2a-04a9c88bfea3,check_balance,web,2023-09-28,Web
ce4d265d-88db-432d-a1f5-8553f56b4a01,811d4827-478f-486c-93e3-cbf825356c77,logout,mobile,2024-02-17,Android
0432f836-b0cd-4663-91a6-fe0ebfd1172e,e6c4b697-e2c8-4a40-b1a6-74bcf8beda7d,send_money,web,2021-08-05,Web
4fac0b74-465b-4cf0-8531-23a5809c4994,d2bbb8fa-0992-4fa8-bef8-05bc02fe543c,receive_money,,2022-11-07,iOS
6cab8ac6-935c-4ed5-be51-105a2db628c2,d9744aaa-c10e-41f6-8504-b40bd7853408,kyc_submitted,mobile,2023-11-11,iOS
7c77f274-003e-49d0-89b9-d2297f4fcdf5,011dfb61-e9e2-4a4d-a5d2-42afd95c1b21,check_balance,mobile,2025-07-26,Android
7f3f2c53-ad68-4f3f-a0f4-c4ce5247cc54,6f73fa18-2d97-4b2c-a0a0-d17d821f73d8,failed_login,mobile,2022-07-27,iOS
ede4d292-7e8e-4e06-afbd-51eaab166feb,43077e29-2941-4f41-9df5-5435e0350915,receive_money,mobile,2025-05-15,iOS
28e588a5-2a6e-4f91-9f37-da9a922b0eda,e4f0c860-a812-4caf-ba50-3d9ea750329f,check_balance,mobile,2024-08-14,iOS
ea9e2992-497e-461b-896d-7b51df712e4c,bc48d6dd-9449-4038-93ff-35e69325935d,receive_money,mobile,2021-09-06,Android
de06349d-4448-43df-bd3f-3e6f2f078f5f,15c5556e-a28c-44c8-bcff-9e6837877e5c,login,mobile,2022-09-28,iOS
c5aa30ad-5464-4ad7-b5d8-0107b5183d03,8d5bfb71-04a3-47a1-a180-2ea1616cd7e5,receive_money,mobile,2023-02-16,iOS
e5e5fe6d-6f3c-4e30-8276-c0a05a0e70e5,20c31ca1-d724-4bbf-bcad-40d1451818d6,check_balance,mobile,2024-01-23,Android
1cab709a-dd4e-4669-b9bb-67d207d63e42,888a1c7b-1e71-465f-995f-5662aa535311,send_money,mobile,2023-05-02,iOS
8c983f15-4cff-4a33-8846-5220b7311b1b,29db8ef0-2a92-4774-bd36-8257c2ef898a,logout,,2023-05-07,Android
a5308dde-6977-4ad8-b0ef-9a312fbf5ce1,58ab653e-2f46-468c-92a9-e1afaa90b3ee,send_money,,2023-05-29,iOS
f4741f63-731d-4295-be5e-08f9e1aada84,f2441e59-7186-47e7-8bf3-b51f07db09e5,send_money,web,2022-03-25,Web
63e2eae6-13b2-4680-8a4b-0693a63acddb,e88e130d-175a-4764-817c-052ba8afd53f,check_balance,mobile,2025-06-05,iOS
72dd1772-8905-496f-8b3c-a55ea068225e,c1e8d7d0-98ee-419d-a27c-aceb46345bde,logout,mobile,2023-09-09,iOS
a64ec1d1-0f4d-49c1-b730-962275495d6f,1fb390be-c8aa-49a0-baa3-4ad4f8642f80,update_profile,,2021-06-10,iOS
0e367dcf-d4bf-4879-ac15-226814b50dcd,8572298f-35ae-42ab-80aa-a846524ab40c,logout,,2021-06-27,Web
f687b19a-55f0-4e9a-b3c4-27a6dc98f6ca,06dbf552-349b-4484-b585-0777d436678a,login,mobile,2025-03-05,iOS
c8a5fdab-90a3-4863-8088-2903f1696ae2,46816c35-3631-4e38-a20d-a6b2d281c960,logout,web,2025-06-30,Web
675e0dc0-98d9-4ae6-aab4-e59e173071dd,d63457f9-a737-4a0c-81c3-fcd28e3064dd,check_balance,mobile,2025-07-28,Android
c1ec16bd-82e8-405b-a18d-6845d3770135,e9168484-6331-4982-87a7-f73d4cc5cc04,kyc_submitted,mobile,2025-05-10,iOS
9b54ea38-4894-4ffa-9faa-94e09bed584b,c575ee7c-24c4-42f0-bdbc-d87f168f0fd0,send_money,mobile,2022-06-24,iOS
d0f7c9ba-a858-4672-a979-a76e2cb3773b,336887a1-1116-4912-bfcd-8720ee5f8e77,update_profile,mobile,2021-06-28,iOS
16a08827-1a48-4254-9db4-f91839b98994,c5b6fab6-63ef-4707-8f7e-202597e917f6,login,mobile,2023-01-25,Android
4bb14101-09da-4efb-9e80-49fb0aed15b7,9ffd8c0b-af90-461b-9e94-e70375a68499,receive_money,mobile,2022-01-29,iOS
6b16a2e4-4fb9-409b-9d3f-32b048388695,d583fd1b-cbef-4915-a905-d940ad533d7e,update_profile,mobile,2024-06-05,Android
02570d50-bee6-40f1-ac0d-c1b64cecca9e,2cccb94f-8cb8-4936-984d-71e638518844,send_money,web,2024-06-25,Web
4f6a961c-f01d-4094-b583-9e89cad7774e,15c91d66-cb18-47c7-8133-d2a50d156250,kyc_submitted,mobile,2023-05-14,Android
